id|question|person|oralEvidence
572|Q163|Steve Wood|I think the term “right to be forgiven” has been advanced by some US commentators as an alternative concept in US society, but, again, it only takes us so far; it still leads us into some of the difficult issues that Kevin was outlining. I think it is the importance of the term. It is quite a loaded term. It has been advanced by the European Commission under their current proposals for a draft data protection regulation. It is clearly part of setting out a concept, but it may be an unhelpful one in what it gives to users but having some important ideas behind it. The idea behind it is a good one, which is giving users more control over their data. We are supportive of that. 
573|Q164|Mr Heath|Can I explore the concept of informed consent? I accept that you can probably achieve consent, but by the time you have got to the 106th page of the terms and conditions and clicked “I agree” you probably have not been informed a great deal. Is informed consent a conceit? Is it a concept that we can actually make work? 
574|Q164|Mr Heath|Dr Macnish: With informed consent, a lot of the question depends on what you are being informed about. I do not think you have to be informed about the exact process your data will go through, or all the legal aspects surrounding it, but it is reasonable to be informed about the risks and benefits that will occur to you as a result of your data having been used. For instance, Facebook has been in the press recently over the use of its wall to manipulate emotions, or at least that is the way it has been presented. One word of research in its 9,400-word terms and conditions seems not to be informed consent by anybody’s remote stretch of the imagination. It seems reasonable to suggest that, if you are going to go into some sort of experiment like this, you tell the users, “We are going to engage in an experiment. These are the harms and the benefits that may occur. Do you consent to doing this?” 
575|Q165|Chair|It is a bit like the health warning on a pack of cigarettes. 
576|Q165|Dr Macnish|It is not far off. Universities have been doing this with ethics research boards for quite some time, and it seems quite reasonable to expect that companies should obey the same standards and requirements as universities. 
577|Q166|Mr Heath|Each and every time a piece of information is used for research purposes. 
578|Q166|Dr Macnish|I believe so, yes; yes, I would say so. 
579|Q166|Dr Elliot|We—being collectively our society, the science community, business and so on—are not exploring how we could use this technology to obtain consent. Obtaining real time consent is a technical possibility now. We could be asking people explicitly each time we want to use their data for a new purpose, using the very media we are talking about now, using technology that is already existing. There has to be a policy will and investment in infrastructure to do that. One of the logistic barriers for consent has always been that it is too difficult to get in touch with people to ask them whether you can now use their data for an entirely new purpose. That is no longer the case. At the moment there is quite a lot of fabrication about why we are not going forward with this technology. There is a lot of vested interest in the existing way of doing things about holding on to data and doing work on the data that you have got, rather than accessing data when you need it. 
580|Q167|Mr Heath|Dr Elliot, you are suggesting that the technology can provide that explicit case-by-case consent. You would not necessarily need to move, for instance, to identity assurance providers as a way of coping with it. 
581|Q167|Dr Elliot|I said “could”—not “can.” I think work still needs to be done to provide the infrastructure for that, but, yes, absolutely it is possible to do that. You could do it in a variety of different ways. Identity assurance providers would be one mechanism by which you could deliver that; the use of brokers and personal data stores is another approach. We would not necessarily need to do just one thing. 
582|Q168|Mr Heath|As a very basic question, do we know whether people actually want this paraphernalia and this approach? Is there any research that says, yes, people do want to give their informed consent rather than simply have it— 
583|Q168|Dr Macnish|Research carried out by Eurobarometer 2011 suggested that 80% of UK citizens were concerned about their data being used by companies without user consent. Ireland also returned an 80% concern. The two countries were the highest in Europe in that regard. 
584|Q169|Mr Heath|Do you have any thoughts as an academic on why the Anglo-Saxons or Celts should be particularly exercised by this? 
585|Q169|Dr Macnish|I am not sure. I can hazard a guess on that one. 
586|Q170|Mr Heath|Mr Wood, is there anything you want to add? 
587|Q170|Steve Wood|I would support the comments made about the importance of consent and considering different ways we can achieve it. It is also thinking about the level of information that is needed for different types of scenarios. In terms of data protection, we always talk about the level of information increasing, or that the detail or explanation may need to increase. The more intrusive the processing of the data and the greater the risks or implications for the individual, the more important it is that they have very clear information and it is very clearly provided to them, so it works on that scale. 
588|Q170|Steve Wood|The other thing with regard to consent is that you should use consent only when it is true consent—an individual has a choice and it is freely informed—and there is not an imbalance. That is why we say that sometimes consent is perhaps not always the right option. There may be other ways you need to think about it. I very much echo and support getting away from the idea of having just very long privacy notices which people are struggling to read. They can be 10,000 words long. The idea is sort of just-in-time technology and real time information, and there are some areas developing in mobile apps where we can see that starting to work. There needs to be innovation in both the public and private sectors in getting this information to people, so there are possibilities there which can be explored. 
589|Q171|Mr Heath|Do you expect the regulator to be setting this out or industry to be offering it? 
590|Q171|Steve Wood|We have set out some initial guidance in a code of practice on privacy notices which we published in 2010. We are in the process of updating that and consulting industry on it in light of some of these developments such as just-in-time technology. We will provide some guidance. It will not necessarily all be specifically on research; it obviously covers a wide range of circumstances. 
591|Q172|Stephen Metcalfe|Struggling to read 10,000 words is probably the understatement of the century. You just click the box “I agree” and then get to the really interesting stuff. Do you think notices containing tens of thousands of words—I think one has 176,000 words, which is absurd—are deliberately designed to be totally impenetrable so that you do just click “I agree,” and all sorts of stuff could be hidden inside it? 
592|Q172|Steve Wood|I would not say they are necessarily written in that way deliberately. Often, they will come from a culture within an organisation where lawyers are heavily involved. It may also be about writing terms and conditions that cover other aspects like terms of sale and so on. It comes from the point of view that you need to cover everything. In part, it comes from that perspective rather than being deliberately long, but there may be some organisations that sometimes are able to exploit the opacity of the notice. There are lots of different techniques to get round it. There is also the concept of a layered notice—I do not know whether you have heard of that before—where you have the basic information at the first point in a privacy notice, perhaps even some symbols and other things to explain it, and there is still more information in the notice for people to drill down. That is the other concept we have been promoting. 
593|Q173|Chair|It is not helped by documents written for American courtrooms and intended to be applied globally. 
594|Q173|Steve Wood|Yes. We recognise there is more to be done, and it is a priority area for us in continuing to explain that. It is also a source of concern in other areas. We receive complaints about nuisance telephone calls where people have not realised what was in the privacy notice and it is argued that they have consented, so it is an important issue to us in a number of different areas. 
595|Q174|Stephen Metcalfe|It is entirely right that it is an important issue. It is that box you just click to get through, and it has huge implications. You said you were putting pressure on to improve it and perhaps adopt a layered approach to terms and conditions. On whom are you putting pressure? 
596|Q174|Steve Wood|In terms of the guidance and the messages we are putting out, saying we have this code of practice on privacy notices. We also promote the concept of what we call privacy by design. One of the improvements in the proposed data protection regulation being negotiated at the moment is the concept of data protection by design and default, which is actually in the legislation. We think it will be helpful in giving us a slightly stronger statutory hook to promote that concept as well. It is a mixture of us providing guidance and working with the industry. We want industry to come up with solutions and ideas about how to do this. 
597|Q175|Stephen Metcalfe|What about getting the public to have a greater understanding that when they click the box “I agree” there are implications to that? How do we go about that? 
598|Q175|Steve Wood|It is an area on which we are seeking to do work to make sure that people are aware of their rights and the importance of interaction with the information they receive. I think there needs to be a mix of people involved in it; we cannot do it all ourselves. We are increasingly dealing in partnerships and working with other organisations—for example, citizens advice bureaux and organisations like that. We have also started a programme of teaching materials for schools on data protection. It is not just about being safe online; it is more about interactions and young people learning about transactions and about their information. We have had quite a good success rate. Those have been rolled out in primary and secondary education as well, but it is a long process. 
599|Q175|Dr Macnish|I would back up what Steve said about schools in particular. I talk to undergraduates about this. We are now getting undergraduates who have been with Facebook since they were 13. I would estimate that about one in 50 has read the terms and conditions on Facebook. 
600|Q176|Stephen Metcalfe|That many. 
601|Q176|Dr Macnish|Well, they might just be trying to show off in front of their classmates. Some of them do have concern. However, there is clearly a generation growing up that does not take this seriously and trusts Facebook—I am not picking on them—and other social media with their data. It is a real concern. As Steve said, getting them at school is the place we need to be focusing on, but, if we are going to make the terms and conditions understandable to schoolchildren, that gives us a level of English and understanding that I think is sensible to be aiming at. 
602|Q177|Stephen Metcalfe|So there is still more work to be done in that area. 
603|Q177|Dr Macnish|Very much so. 
604|Q178|Stephen Metcalfe|Google’s motto, allegedly—there is some issue around it—is “Don’t be evil.” Can any of the companies that are collecting data live up to that kind of ethos, or, because of the sheer scale of the organisations involved in the data, when they think they are being good, the potential is that they can be doing great harm? 
605|Q178|Dr Macnish|“Evil” is a very strong word to use. 
606|Q179|Stephen Metcalfe|It is in inverted commas. 
607|Q179|Dr Macnish|Indeed, yes. Rather as I said earlier, the potential for harm is there and is significant. Just because a company’s intentions are good it does not follow, therefore, that what it does is right. That information can be abused by others. Function creep can occur, whereby the initial intention is morphed slowly and slowly until eventually you end up in a totally different position that was not envisaged at the beginning. So those initial good intentions suddenly find themselves having some very negative consequences and outcomes. 
608|Q180|Mr Heath|Coming back to the earlier point about the terms and conditions and the American angle to this, it does occur to me that there are 51 jurisdictions in the United States, each one of them asserting extraterritorial jurisdiction as well. So, whatever we do within Europe, companies will still feel the need to protect themselves under US and state law and have these rigmaroles despite our best intentions. Mr Wood, do you know if there are any discussions with the American authorities, and do they take the same view? 
609|Q180|Steve Wood|It is a good point about the global dimension to these issues that we have to seek global solutions and standards ultimately. We work and co-operate a lot in Europe with other data protection authorities under the data protection directive, but increasingly we are working internationally. We have just signed a memorandum of understanding with the Federal Trade Commission—the FTC. There are a lot of discussions now and there is some convergence internationally about the issues and techniques needed to address issues around privacy and information. They are universally international issues. There is a movement in that direction, but it is taking time to get that up and running. 
610|Q180|Dr Elliot|Can I pick up the point on terms and conditions? There is an issue here. Even if you made your terms and conditions only 500 words, I still do not think people are going to read them, partly because of the language they are written in and partly because nobody has the time to do that sort of stuff. They want to get to the good stuff, as you said. I do think we need to look at technical solutions to this. There is existing technology with text mining and so forth by which you could have an app that distilled some of these terms and conditions and mapped them on to your own preferences. That is another issue here. Each user will have their own preferences about what they are and are not willing to do, and what they are and are not willing to allow a user of their data to do, and so forth. We also need to look at technical solutions to this. 
611|Q181|Stephen Metcalfe|What about graphic solutions and icons you become familiar with that say, “Your data will be used in this way”? They can often speak thousands of words. Is there anyone doing that? 
612|Q181|Dr Elliot|Companies? 
613|Q182|Stephen Metcalfe|No, not necessarily companies at this point. I am referring to someone coming up with the concept of using icons or graphics. 
614|Q182|Dr Elliot|We are now putting together a research project looking at exactly this. What would work for users in terms of representations of privacy content within terms and conditions? We are looking at traffic light-type systems and different ways of representing visually a particular pathway for your data and where it is going to end up, who is going to be using it and what the risks are. 
615|Q182|Dr Macnish|At a more localised level, I believe Facebook is doing something along those lines with every status that is now posted. Whenever a status update on Facebook is posted, a question comes up as to whether you wish it to be public, to go out to friends or be private. I think that is icon-related as well, so work is being done at a very localised level rather than on terms and conditions. 
616|Q182|Steve Wood|There is a need for standardisation to make sure we do not have the proliferation of too many different icons. A number of people have used the analogy of nutrition labels, or labels showing the fat content of foods, but this area is a little more complex than that. It is not to say it is impossible, but we need to work collaboratively across a number of different areas to get those standards agreed. 
617|Q182|Steve Wood|The other area we are exploring at the Information Commissioner's Office at the moment is the concept of a privacy seal scheme. That would be a standard scheme we might be able to endorse, but we are still exploring that at the moment. 
618|Q183|Graham Stringer|Mr Wood, you said you were in favour of privacy impact assessments. What would one look like? 
619|Q183|Steve Wood|Essentially, a privacy impact assessment is a process that an organisation would work through, thinking about the information and data they have, making sure they understand it and how they may want to use it, or data they may want to combine in or add to that data, and specifically focusing on the usage of that data, the information flows and the impact on individuals and the various different scenarios that can unfurl from the use of that data. It is very much thinking through different options and ways to mitigate the privacy risks which are identified. There could be a number of different issues. Do we need to provide more information to users? What about security? It also allows an organisation to think about the issues before they start the process, which we think is very important. 
620|Q183|Steve Wood|We also hope that it introduces the idea of proportionality. There can be different routes that perhaps use fewer data to get to a result that still helps the organisation. Sometimes people see the prize, or think, “We can get to this result only by using this amount of data,” without thinking about whether there are different ways to do it. Can we use different forms of data? Would anonymised data, rather than fully identifiable data, help us in certain situations in terms of working through all those different risks and issues? The end product of a privacy impact assessment is ultimately a report which can propose different ways forward and different options, but the key point is that the issues are mitigated at an early stage. It is a process we have been promoting for about eight years at the ICO. 
621|Q184|Graham Stringer|Should users be made aware of who owns the sites? These sites change hands, as you have pointed out. There can be fairly innocuous ownership and it can then end up in the hands of credit rating agencies. Do you think people should be automatically made aware of who owns those sites? 
622|Q184|Steve Wood|Transparency is a key component of data protection legislation. It is very important that it is transparent to the user who is processing their personal data. Whether it is the ownership of the site, who is ultimately the data controller is a really important point. That has to be transparent to the user. 
623|Q185|Graham Stringer|You say that as though it is at the moment, but it is not at the moment, is it? 
624|Q185|Steve Wood|We can still find instances where transparency can be better and clearer. In particular, people’s understanding of how credit reference agencies work is an area we recognise, and maybe we will be doing more work on that in the coming year. 
625|Q186|Pamela Nash|Gentlemen, in what way can data from social media be used by Governments, first, in disaster response? 
626|Q186|Dr Macnish|I think in locating and hearing about disasters much faster than the media can get hold of them, and hearing updates of what is going on. People are regularly tweeting about them. When the Egyptian revolution kicked off in Tahrir square the hashtag “
627|Q187|Pamela Nash|That is a good example. With information coming so quickly, do you think it can be utilised well by Government? 
628|Q187|Dr Macnish|Absolutely. I think you can run algorithms against it even when it is coming through quickly. Obviously one person sitting down at a screen is going to struggle, but you can run it through an algorithm that would help to pull out defining trends that could then balance claims against counterclaims to see whether or not something is really happening. A fair amount of analysis needs to happen, depending on how fine-grained you want to get with the information you are receiving, but certainly there are benefits to be had from it. 
629|Q188|Pamela Nash|Do we have the capability at the moment to be able to analyse that information very quickly and utilise it? 
630|Q188|Dr Macnish|I could not say for certain. I am not a computer scientist. My understanding is that we probably do, but I do not know quite the volumes that we would be talking about as to whether or not we could deal with it. Each algorithm will have a certain parameter within which it can cope. 
631|Q189|Dr Elliot|If the question is whether it would be possible, then, yes. This is just technology. For the disasters we are talking about, it is something instant like Twitter rather than more reflective social media. You are then just sticking data science on to the fire hose that Twitter produces. There is a whole issue about getting access to that. If you want to be able to respond in real time using that, some data science needs to be done; it is not just on tap. Work would need to be done if that is what you wanted. Infrastructure and probably some research would be needed in order to fit it to what purpose you had in mind. The first question would be: what would you want to do with it? 
632|Q189|Dr Macnish|There would also be the follow-up. It could also be used as a communications channel from the emergency services to the people in that particular area, saying, “This is the hashtag, Facebook site, or whatever, that you should be following.” This has been used to an extent in the States with the amber alert system, which seems to be quite effective. If there is a missing person, it goes out on Facebook. People get SMSs. It is a very simple form of communication that people sign up to, and then they can hear directly from the emergency services. 
633|Q189|Pamela Nash|I want to look at national interests and how we use social media and the data from it to prevent terrorism and terrorist attacks. How can we use data to prevent these attacks, and how effective do you think we are at using those data at the moment? 
634|Q189|Dr Macnish|I could not comment on how effective we are in using the data at the moment. There is potential for the data to be used. My understanding is that social media platforms are being used to recruit terrorists. There is going to be an increasing scale of involvement in terrorism, which might well be reflected in social media platforms. Communities and who you are friends with, who you connect with and who you follow might start to give indications. My concern is that we may end up in a dragnet scenario whereby all social media is collected and trawled through in a fishing trip expedition just to find the interesting information and to find the terrorists out of that. Going back to an earlier comment, just because the intention is good does not necessarily mean that, therefore, the consequences will also be good. 
635|Q190|Pamela Nash|What would be the negative consequence of that? 
636|Q190|Dr Macnish|I think Government having unrestricted access to citizens’ social media would not be a healthy thing. You can find people’s private opinions; people would feel extremely vulnerable. Privacy is a core element of a liberal democracy, and it would be unhealthy for the Government to have that level of access to people’s information as a regular thing. If you find somebody whom you have good reason to suspect is involved or engaged in terrorism in some way, by all means with a warrant go after their information and take it, but the idea of having everybody’s information collected just so it can be trawled through looking for trends is a worrying one. 
637|Q191|Pamela Nash|Dr Macnish, can I take it that you are not a fan of the USA Patriot Act in that case? 
638|Q191|Dr Macnish|No. I have two problems with the Patriot Act, both revolving around section 215, which is the most controversial aspect. One is that there appears to have been, from my limited understanding, a secret interpretation of that particular section, which I see as being wholly undemocratic. When Government take a secret interpretation of a law, it becomes very problematic. There is no sense of accountability of the Executive. The second thing is precisely what I said. It allows for dragnet collection. In the case of the States, that led to communications data from Verizon and other mobile phone companies going straight to US intelligence and being stored there. My understanding is that that has now changed in the light of the Snowden revelations, and those data are now held by the telephone companies and they can be accessed by the intelligence services when they have reason to suspect a particular individual. My understanding is that this latter approach is how the UK currently operates. That seems to be a much safer approach. The intelligence services require grounds to approach the telephone companies, internet service providers, or whoever it may be, to get the information they need on particular individuals and not on groups in general. 
639|Q192|Pamela Nash|Can I ask your colleagues whether they have any comments? 
640|Q192|Dr Elliot|I think you are only ever going to catch a stupid terrorist using social media. Any sensible terrorist is going to be using the dark web to communicate and network. It is the bad terrorists or the not very clever terrorists that you are going to get in this way. As to whether that is worth any significant use of resources, never mind the ethical issues my colleague has raised, I am very dubious. 
641|Q193|Pamela Nash|I am just playing devil’s advocate here. I take your point about a stupid terrorist, but the information that we are looking for is not necessarily someone putting details of an attack on social media. It might be a very nuanced analysis of trends that people are looking at, who they are communicating with and where they are travelling. That might mean a more extended look; it might be a wider range of people whose information is being looked at. Is that not something that you think— 
642|Q193|Dr Elliot|I am sorry. I missed the nuance. 
643|Q194|Pamela Nash|Dr Macnish made the point that it should relate only to people who are already suspects. If you are looking at information, it might be more difficult to ascertain, and a wider pattern is being looked at. It might be a wider range of people. 
644|Q194|Dr Elliot|Is this like the “crimes about to be committed” type of analysis, which I have heard about? 
645|Q194|Pamela Nash|Yes. 
646|Q194|Dr Elliot|Perhaps you are saying, “Hang on. There might be something about to happen here.” I think we are again in very murky water ethically. I understand there is some value in this technology, having spoken just yesterday to somebody from Europol. They are achieving some wins with that. Whether that should be done routinely and the resource required justifies the benefits is less clear to me. 
647|Q194|Dr Macnish|To follow that up, the concern I have there is that the sort of pattern recognition you are talking about, looking for patterns that indicate somebody may well be involved in terrorism or may be about to engage in a terrorist act, is based wholly on statistical correlations. There is an 80% chance that somebody might be involved in terrorism, or something along those lines. Does that 80% chance count as grounds to intrude and monitor their telephone and communications? I don’t know, but it just feels very uncomfortable to me that a statistical correlation would be sufficient. In a way, we almost deal with that already with profiling, saying that because there is a statistical correlation you should not just stop and search somebody. You need to have grounds for suspicion in that particular case. I think the same would be true here as well. 
648|Q195|Pamela Nash|You have both touched on public perception and what the British public might think of different levels of Government use of social media data to protect national security. Mr Wood, what do you say is the general public view—not necessarily your own view—about how comfortable they are with the Government using their social media private data for national security purposes? 
649|Q195|Steve Wood|A mix of views comes forward from the public. I think they have perhaps some understanding that their data, which may be old, may be used in certain ways, sometimes linked to national security or law enforcement areas. They do not have a full understanding of what happens. Sometimes they think more is done with their data in certain circumstances when it is not; in other scenarios, it is the opposite. We probably lack the public debate and true understanding and transparency about the extent to which their social media data could be used. Post-Snowden, what we probably have lacked in the UK is a full debate about these issues. The debate has been much more rigorous in the US. A good starting point for the debate is what further steps we can take to improve transparency and get people to understand the different ways in which particularly social media data can be used. That ranges from the things you have just discussed to perhaps more general uses relating to trends, and correlating and understanding issues. This might be in a very broad geographic area, which may have fewer privacy issues, compared with where you start to target an individual, or you probably need to consider issues about proportionality and what the effect on the individuals may be as well. I think we lack that debate at the moment. 
650|Q195|Pamela Nash|To me, it is not a big jump from Tesco analysing whether or not a woman is pregnant by her shopping, and what vouchers to send her, to looking at national security issues, but that is a matter for public debate. 
651|Q195|Chair|Gentlemen, thank you very much for helpful evidence and your written information as well. We may follow up some of these questions in a little more detail in writing, if we may. You have raised some challenging issues to which we would not do justice if we touched on them now. Thank you very much indeed for your time. 
652|Q196|Chair|Minister, thank you very much for coming in. We know that in all of your responsibilities you take a keen interest both in the Internet Governance Forum and, specifically here, the social media space. In your role as the responsible Minister, how much of your work is to do with supporting UK-based companies versus managing issues around US companies operating in the UK? 
653|Q196|Mr Vaizey|It would be hard to divide that up. As Minister for the creative industries, I am a big supporter of UK businesses, and we help them in terms of their export strategy. If you are talking about the internet, it is pretty clear that, in terms of some of the issues that cross my desk, companies like Google, Facebook and Twitter are relevant. On the other side, the main internet service providers—BT, a British company, Virgin Media, which is now effectively an American company, Sky and TalkTalk—would play a big role as well. We work with the main ISPs very much on issues to do with child protection and child abuse imagery, but we work on that as well with the big American companies Twitter, Facebook and Google. 
654|Q197|Chair|But you have very little power to regulate the activities of those big American companies that have played a significant part in some of the evidence we have heard in this inquiry. How do you go about addressing that challenge? 
655|Q197|Mr Vaizey|You have put your finger on this, Mr Miller, in one sense. In a very wide sense, that is the challenge for policymakers, not just in the UK but in almost any country, because a lot of the organisations one deals with now have a global reach but are based outside one’s jurisdiction. On almost any policy issue, because of technology, you face that challenge. Nuisance calls would be another example. Companies from abroad make nuisance calls. How do you deal with that? 
656|Q197|Mr Vaizey|Without wishing to put a hostage to fortune on the table, I have found dealing with them reasonably straightforward. It is a challenge for Government at what point it wants to lay down the law, if I can use the vernacular. For example, on the removal of child abuse images, the Prime Minister was very clear that it was his intention to do everything he could to eradicate those from the internet. In that respect Google came to the table and made some very far-reaching changes. That was because the Government were emphatic in their position. I am sure we will cover a range of matters in this evidence session, such as issues to do with the right to be forgotten and data protection. These are issues where the UK Government have a say. Funnily enough, potentially, we have a stronger say because we can play our part in influencing European policy, which obviously has a big impact on companies outside Europe. 
657|Q198|Chair|Within the UK data capability strategy, where does social media data fit into that discussion, rather than big data in its generality? Is there a specific piece of work going on in terms of how social media data is handled? 
658|Q198|Mr Vaizey|I have read the evidence this Committee has received. I know that some of the people giving evidence indicated that social media should be a separate element of Government policy, if you like—that big data is one of the eight great technologies, and perhaps social media should be a ninth great technology. A wry smile crossed my face. If you are giving evidence and you come from the world of research where you are looking for grants to look at social media, it would be very useful if it was the ninth great technology. I think that for practical reasons social media fits within the Government’s approach to big data. It is obviously an important element of it. 
659|Q198|Mr Vaizey|Reading the evidence, I think we are justified in saying that we are at a very early stage both in how we use social media and understand it. The Government are certainly aware of its importance and keen to work with academics and researchers to explore the implications, but in my view clearly social media sits within big data. 
660|Q199|Stephen Metcalfe|Some very large numbers are thrown around about the economic benefits of looking at this. Someone suggested £216 billion by 2017—whether that is per annum or cumulative I am not quite clear—supporting 58,000 jobs. Are those numbers ones you recognise? Have the Government made their own estimates of what this technology— this field—could be worth, in terms of both social media and just big data? 
661|Q199|Mr Vaizey|I am not aware of any internal Government research on this. These are the CEBR figures, which is a respectable institute. We all know that estimates of this kind are estimates by definition. Whether it is £216 billion, £150 billion or £250 billion, I think we can all agree it is probably a big number and it will create potentially thousands of jobs. Big data is one of the eight great technologies. Some people describe data as the currency of the 21st century. It has been described as the oil of the 21st century. It is clearly going to be extremely important. It is important that Government are ahead of the game in terms of their research and engagement with industry and academia on it. It is important that we are seen as a country that is looking at big data and lead by example. 
662|Q199|Mr Vaizey|In terms of Government making data available, I think our open data policy is very important as well. When we came into office we made the very conscious decision that we would do our best to make Government data available, because that can drive business creation and innovation. 
663|Q200|Stephen Metcalfe|You said we need to be ahead of the game. Do you believe we are and we are not playing catch-up with countries like the US or Japan? 
664|Q200|Mr Vaizey|I think we are ahead of the game. There are some stats which are not estimates. One statistic I have seen is that we are the fourth largest country in terms of high-performance computing. If you look at the kind of investment we are making, whether it is the £40 million to the Alan Turing Institute—I gather that flesh has been put on the bones of that this month by the Engineering and Physical Sciences Research Council, which is responsible for it—the £189 million we have put into high-performance computing, or the £50 million we have put into the connected digital economy catapult, a lot of money is going into this. I have seen comparisons with other countries. The United States will clearly be a world leader; Japan is another one; and some people say India is good on this as well. I think we stand good comparison with other European countries, and certainly with others around the world. 
665|Q201|Stephen Metcalfe|You talked about the great investment that has been put into areas that would support this field. It is good that the Government have invested, but how do you measure the return on that investment? What are the tangible results from that? It is great that you have done the investment. What do we get back for it? 
666|Q201|Mr Vaizey|That is a really good question. I don’t have an answer to it. As an MP who has a huge amount of science in his constituency, I am very happy to receive that investment. There was £500 million in the Large Hadron Collider. I have never asked for any return on that investment. It creates a base layer of both physical capital, in terms of kit that is being built and used, and also human capital. You attract from all over the world the brightest minds who want to work. I am sure there are statistics out there that we can read out to show the return on investment in scientific research in the widest sense that would give good, strong figures. David Willetts has been very successful in protecting the science budget. I think the reason he has been successful is that the Government recognise that effectively this is investing in the skills, businesses and applications of the future. 
667|Q202|Stephen Metcalfe|What I am saying is that, if we are going to invest in big data and social media data, we need to know whether we are getting our fair share of the alleged £216 billion, and whether it is worth investing more. One of the economic challenges we face as a country is that we do not have a big enough medium-size business sector. Medium-size businesses normally start from small businesses. How are we going to make sure that small and really medium-size enterprises get access to this and are involved in what I think will be quite an innovative space so that they will be able to maximise the economic potential? 
668|Q202|Mr Vaizey|We are doing quite a lot of work on that. David Willetts is leading a lot of this. He has set up a high-performance computing council, as it were. That is a way of taking the very big businesses and research institutes, which put a lot of investment into high-performance computing—it can include companies like Jaguar Land Rover, which put millions and millions of pounds into high-performance computing to do their very sophisticated design work—and looking at ways to make it available to small businesses. Clearly, that is incumbent on big scientific institutions. I mentioned the Large Hadron Collider because it happens to be in my constituency. They are very keen to make sure that small businesses have access. We have a lot of small high-tech companies, often spun out of universities, which are working on very high-end scientific research effectively but clearly do not have the resources to spend £50 million on the kind of kit they would need. They need access. That is the kind of work going on. 
669|Q203|Chair|I think you have Diamond in your constituency; I don’t think you have the LHC. Your boundaries do not stretch to Geneva, do they, but we know what you mean? 
670|Q203|Mr Vaizey|I am sorry—it is the Diamond synchrotron. I do not know why I talked about LHC. It was a senior moment. Perhaps I have a yearning to have the Large Hadron Collider in my constituency. Perhaps I can start my bid for the next Large Hadron Collider. 
671|Q204|David Tredinnick|It is reported that there is a shortage of people who have the right combination of skills for media and real time analytics. Do you think that is right? 
672|Q204|Mr Vaizey|I am sure there is a shortage. With any emerging field, particularly one where the skill set is particularly niche, there would be a skill shortage. That would apply to Government and business. We are looking at skills across the board, from schools through to colleges, universities and, indeed, apprenticeships. Skills also affect our approach to immigration, so we want to ensure that the highest quality graduates are able to come and work for companies where they are needed. 
673|Q205|David Tredinnick|To what extent do you differentiate the skills required for social media analysis and those required for other types of data? 
674|Q205|Mr Vaizey|To answer that question intelligently would be beyond my level of expertise. I can write you a fuller answer to it. 
675|Q206|David Tredinnick|Do you take account of those differences—I assume you must do—and to what extent? 
676|Q206|Mr Vaizey|The Government will have their own programmes on social media analytics in wanting to understand how to use social media, in particular, as Ms Nash referred earlier, in terms of disaster and crisis situations. A lot of what we will be doing at the moment is working with private business as well. A lot of the call-outs from Government will be to work with the private sector, simply because at this stage, without being pejorative, it would be difficult to find people who join the civil service with a specific career path to do data analytics and social media analytics. We are in the early stages. We will use public private partnerships, like the connected digital economy catapult, to look at opportunities to do more work in social media analytics, and we will use the research councils, the Alan Turing Institute and so on. Working with universities, academia and the private sector would be the main way forward. 
677|Q207|David Tredinnick|You touched on immigration. How do the Government plan to make sure that immigration policies do not adversely affect the ability to attract talent in social media analysis from abroad? 
678|Q207|Mr Vaizey|It is important that we have a strong immigration policy, in the sense of wanting to ensure that there is control of immigration. At the same time, we are keen to ensure that we get people with the right skills into the country. We have a points system to ensure that we can get people with skills. There are two routes. Tier 2 (general) is for skilled workers who have a job offer and a degree. There are inter-company transfers as well. We also have a shortage occupation list so we can recruit people where we think there is a shortage of skilled workers. We also have special visas for academics. We have a fairly open market for international students as well. There is a range of different ways that we can attract the right kind of people to come to the country to help, in terms of both pure research and growing businesses based in the UK. 
679|Q208|David Tredinnick|That is very helpful. I think we accept that we have an engineering shortage in the UK. What are you doing to try to help produce home-grown talent in the engineering sector? 
680|Q208|Mr Vaizey|The Government have, first, a strong focus on engineering in schools. With my Minister for Culture hat on, I am often criticised that the Government are perhaps focusing too much on STEM subjects—science, technology, engineering and mathematics—but I think that is because of the recognition of the shortage. I was delighted when the Secretary of State for Education said that computer science should be part of the national curriculum. For many years people have complained to me that kids at school were learning how to use applications but not how to write them. That is a very ambitious move and it puts us ahead of the game. The challenge will be in the implementation and making sure we can get the right teachers in to teach computer science, but it is a big signal that we take it seriously. 
681|Q208|Mr Vaizey|Apprenticeships also play a valuable role in this. As you know, the Government now have a big focus on apprenticeships. I am hoping to get certain things in my constituency correct this time. For example, in Harwell the UKAEA has a very good apprenticeship programme. I think there are now lots of people who can get the engineering skills they need through the apprenticeship programme as well as through straightforward university degrees. To get students studying these important subjects is a perennial problem, but the Government are very aware of it and are focused on providing solutions. 
